Gene	VarianceMedian_Islands	VarianceMedian_PocilloGG	VarianceMedian_SymbioGG	sd_Islands	sd_PocilloGG	sd_SymbioGG	Q1_Islands	Q1_PocilloGG	Q1_SymbioGG	Q3_Islands	Q3_PocilloGG	Q3_SymbioGG	Residuals
Pmea_00018944	1e-04	0.9174	0	0.000525413737886245	0.00254938376392366	0	0	0.9172	0	0.000325	0.9179	0	0.0825
Pmea_00033078	0	0.9159	0	0	0.157123124271407	0.15989683182375	0	0.9159	0	0	0.9163	0	0.0841
Pmea_00031439	0	0.9035	0	0.000174147273097435	0.00180583118331318	0	0	0.9034	0	0	0.9036	0	0.0965
Pmea_00027387	0.0073	0.8917	0	0.00249321584555474	0.00203177063646267	0	0.0072	0.8916	0	0.0076	0.8918	0	0.101
Pmea_00022094	0	0.8861	0	0	0.00461184728211325	0	0	0.8858	0	0	0.8872	0	0.1139
Pmea_00007257	0	0.8825	0	0.0026307618821946	0.00226601126888352	0	0	0.8825	0	0	0.882825	0	0.1175
Pmea_00032268	0	0	0.8818	0.000927977598998179	0	0.00646243973068432	0	0	0.881675	0	0	0.8822	0.1182
Pmea_00022366	0	0.8788	0	0	0.00543534077063519	0	0	0.8788	0	0	0.8789	0	0.1212
Pmea_00009221	0	0.8768	0	0	0.00794435667819006	0	0	0.8768	0	0	0.8768	0	0.1232
Pmea_00031297	0.8761	0.014	0.00015	0.0045410783883669	0.00518851451075188	0.004262086912357	0.874875	0.012825	0	0.877625	0.014425	0.0012	0.10975
Pmea_00023101	0.05825	0.86875	0	0.00346418602971677	0.00485389888063547	0	0.056225	0.867075	0	0.0602	0.871025	0	0.073
Pmea_00030639	0	0.8639	0	0	0.00638368691164116	0	0	0.8637	0	0	0.8654	0	0.1361
Pmea_00007011	0	0.8618	0	0.00045	0.00524610591512669	0	0	0.8618	0	0	0.862225	0	0.1382
Pmea_00027307	0.0291	0.857	0	0.00313667198015845	0.00408496862740324	0	0.0288	0.8567	0	0.0296	0.857325	0	0.1139
Pmea_00027883	0	0.8508	0	0	0.00687981265894807	0	0	0.8508	0	0	0.8508	0	0.1492
Pmea_00008103	0	0.85055	0.01595	0.00138372794663656	0.00506740933552218	0.00306778948482981	0	0.8492	0.015175	0	0.8538	0.0174	0.1335
Pmea_00024364	0	0.8499	0	0	0.00526319371492329	0	0	0.849475	0	0	0.851475	0	0.1501
Pmea_00009321	0.0101	0.84915	0	0.00184912182269085	0.00396529120537626	0	0.0098	0.8489	0	0.0106	0.850025	0	0.14075
Pmea_00020247	0.0121	0.8431	0	0.00282866353137615	0.0042011747996209	0	0.0115	0.8426	0	0.012625	0.844225	0	0.1448
Pmea_00029614	0.026	9e-04	0.84025	0.00433888630220179	0.00329240386834957	0.0110204527487703	0.02525	0	0.8389	0.0268	0.00185	0.842625	0.13285
Pmea_00015768	0.0074	0.8374	0.0052	0.00278949164479187	0.00439369336824287	0.00322802062752349	0.006775	0.836175	0.003975	0.0081	0.838825	0.006725	0.15
Pmea_00003942	9e-04	0.8306	0	0.00305694688249964	0.00617328097366367	0	0.00055	0.8304	0	0.0012	0.8316	0	0.1685
Pmea_00030649	0	0.8301	0	0	0.00632158807243684	0	0	0.828875	0	0	0.83205	0	0.1699
Pmea_00003829	0.003	0.8292	0	0.00173168453048796	0.00330479969288625	0	0.0025	0.8282	0	0.004325	0.8304	0	0.1678
Pmea_00023169	0.8267	0	0	0.00410951826909681	0	0	0.8255	0	0	0.830025	0	0	0.1733
Pmea_00032182	0	0.8251	0	0.0104377943314213	0.0101301758936538	0	0	0.825	0	2e-04	0.8253	0	0.1749
Pmea_00035483	0	0	0.8241	0.00108076805835461	0	0.0102328123448468	0	0	0.824	0	0	0.8241	0.1759
Pmea_00016262	0.0039	0.82295	0	0.00328896164265695	0.00566094639980049	0	0.0037	0.8228	0	0.0041	0.8233	0	0.17315
Pmea_00018891	0	0.0672	0.8215	5e-05	0.00547179692753319	0.00505225222304395	0	0.0662	0.8209	0	0.067725	0.8232	0.1113
Pmea_00001997	0	0.8212	0	0.00184697295348608	0.00595852669743456	0	0	0.820875	0	0	0.82245	0	0.1788
Pmea_00004257	0.8203	0.0144	0	0.00504484495361955	0.00540901557540275	0.00577576651085194	0.8196	0.0138	0	0.822875	0.0162	0	0.1653
Pmea_00026833	0.0216	0.81825	0	0.00297032052822655	0.00773563569436666	0	0.02095	0.817975	0	0.0224	0.819525	0	0.16015
Pmea_00002120	0.00935	0.8182	0.0123	0.00526974440182881	0.00600664816867296	0.00605792543747945	0.007875	0.8157	0.00815	0.012425	0.823875	0.015	0.16015
Pmea_00035492	0	0	0.8144	0.00086	0.000837912268496511	0.00965097843995544	0	0	0.8142	0	0	0.815525	0.1856
Pmea_00033569	0.0141	0.8124	0	0.00258688904854749	0.00717802897737255	0	0.014	0.8121	0	0.015225	0.81425	0	0.1735
Pmea_00034978	0.0091	0	0.8088	0.00283693603392922	2e-04	0.00852600300684484	0.0086	0	0.8085	0.0095	0	0.8101	0.1821
Pmea_00007271	0	0.0027	0.8081	0.00119633278029657	0.00129166089930286	0.010664833696677	0	0.0019	0.807275	0	0.0031	0.8097	0.1892
Pmea_00011955	0	0.8054	0.0111	0	0.0114548157135025	0.00387903078074663	0	0.804175	0.0106	0	0.8067	0.01235	0.1835
Pmea_00030033	0.101	0.8043	0.0056	0.00515644727354489	0.00466945414585067	0.00196917046576276	0.1001	0.802675	0.0049	0.103925	0.805625	0.0061	0.0891
Pmea_00023385	0.0131	0.80205	0	0.0034073745039401	0.00619372801038814	5e-04	0.0117	0.799875	0	0.016325	0.80425	0	0.18485
Pmea_00011298	0	0.8018	0	0	0.00840739999925511	0	0	0.8018	0	0	0.8018	0	0.1982
Pmea_00008658	0.00735	0.8004	0	0.00252330130879162	0.00877643746319966	0	0.0069	0.800175	0	0.0081	0.8012	0	0.19225
Pmea_00030652	0	0.80005	0	0	0.00558824306970094	0	0	0.7997	0	0	0.80145	0	0.19995
Pmea_00019368	0	0.7996	0	0.00114472174732023	0.00660054872221571	0	0	0.7991	0	0	0.8001	0	0.2004
Pmea_00020034	0.0036	0.7927	0	0.00295332444078284	0.00741541773617779	0	0.002975	0.7921	0	0.0041	0.79445	0	0.2037
Pmea_00014306	0.79125	0	0	0.00558582938326887	0.00571141149035168	0.00325018274544492	0.7907	0	0	0.794625	0	0	0.20875
Pmea_00020596	0.7905	0.0063	0	0.00739625423898319	0.00469500260862009	0	0.789125	0.0056	0	0.793725	0.0087	0	0.2032
Pmea_00016195	0.0172	0.7894	0	0.00287922180142798	0.00517736516975673	0	0.016	0.787975	0	0.0191	0.791125	0	0.1934
Pmea_00009621	0.0296	0.0113	0.7876	0.00449795408036708	0.297261746790687	0.295646641751243	0.0285	0.0102	0.621725	0.032325	0.184675	0.789125	0.1715
Pmea_00013852	0.0356	0.7872	0	0.00362160450517712	0.00739774030472561	0	0.034375	0.7865	0	0.03685	0.790225	0	0.1772
Pmea_00010085	0	0.786	0.031	0.000693245915234918	0.00728538900329233	0.0070448619431455	0	0.7853	0.03	0	0.788025	0.031775	0.183
Pmea_00007012	0.0243	0.7837	0	0.00308201626251781	0.00536544075966314	0	0.0237	0.783	0	0.0257	0.784925	0	0.192
Pmea_00020403	0.01375	0.7835	0	0.00212077839721669	0.00441806392992325	0	0.013025	0.782575	0	0.01505	0.784625	0	0.20275
Pmea_00034845	0	0.783	0	0	0.00471512192286421	0.00123303804818944	0	0.781375	0	0	0.7878	0	0.217
Pmea_00022561	0.7826	0.00345	0	0.0913477745937597	0.0893669783092234	0.000281731658272064	0.780575	0.00265	0	0.7844	0.00435	0	0.21395
Pmea_00001327	0.02655	0.7817	0	0.00292352768781384	0.00975194873040276	0	0.0261	0.781275	0	0.027025	0.7827	0	0.19175
Pmea_00013407	0.78115	0	0.0038	0.00419510669733443	0.00125171841477985	0.00222390592781205	0.7796	0	0.002675	0.78275	0	0.005725	0.21505
Pmea_00019269	0.0532	0.78015	0	0.00408996542426916	0.0056571574401841	0	0.051475	0.7786	0	0.055025	0.783125	0	0.16665
Pmea_00035720	0	0	0.7792	0	0	0.0201816651213597	0	0	0.7789	0	0	0.7805	0.2208
Pmea_00011406	0.0238	0.7787	0	0.00580535837469022	0.00928759762785672	0	0.023375	0.7786	0	0.0242	0.779925	0	0.1975
Pmea_00011146	0	0	0.7783	0.00174658570249548	0	0.0104547035956419	0	0	0.7783	0	0	0.7792	0.2217
Pmea_00031432	0.0216	0.7769	0	0.00850874440285588	0.00801845566883868	0	0.021475	0.7768	0	0.021925	0.777725	0	0.2015
Pmea_00019465	0.0384	0.77345	0.01895	0.00654132905903577	0.0092843737516106	0.0130552236149506	0.0368	0.771125	0.014975	0.040125	0.778575	0.021925	0.1692
Pmea_00003864	0.773	0	0	0.00365380816976126	0.00206624115854189	0.00289757317474992	0.771175	0	0	0.774775	0.001325	0.00075	0.227
Pmea_00018455	0.0683	0.77205	0	0.00549579269748572	0.00472395571272187	0	0.067375	0.7711	0	0.069975	0.773225	0	0.15965
Pmea_00015520	0.0033	0.7719	0	0.00470057153198127	0.00603925366651251	0	0.001875	0.7694	0	0.004325	0.774175	0	0.2248
Pmea_00021816	0	0	0.77145	0.00042	0.00129278456023884	0.00792448475207433	0	0	0.770075	0	0.001425	0.7728	0.22855
Pmea_00009459	0.0015	0.7689	0	0.00351470374629817	0.00563509708806505	0	7e-04	0.7685	0	0.0017	0.7705	0	0.2296
Pmea_00010636	0.0263	0.7683	0	0.0047345046566071	0.00671955468401853	0	0.0261	0.7682	0	0.0266	0.7684	0	0.2054
Pmea_00025851	0	0.7683	0	0	0.0117713850527712	0	0	0.7682	0	0	0.770225	0	0.2317
Pmea_00029574	0.02925	0.7674	0	0.00387915681247324	0.012422604803382	0.000885845484394554	0.0285	0.7664	0	0.0311	0.7683	0	0.20335
Pmea_00015452	0.76715	0	0	0.00612077592955321	0	0	0.76565	0	0	0.769125	0	0	0.23285
Pmea_00015767	0.00415	0.7664	0	0.00447907311389265	0.00646635456916348	0	0.0027	0.761425	0	0.008225	0.769925	0	0.22945
Pmea_00008201	0	0.7657	0	0.00149	0.00599605627968008	0	0	0.765	0	0	0.7669	0	0.2343
Pmea_00004674	0.00485	0.7643	0	0.00264164396319467	0.00692068368199722	0	0.004075	0.7636	0	0.0062	0.7655	0	0.23085
Pmea_00030404	0	0.76365	0.03305	0.00582044151194215	0.00671717916685241	0.00977314786503915	0	0.7617	0.02985	0	0.766375	0.034125	0.2033
Pmea_00008512	0.76195	0.00425	0	0.00583252626451546	0.00369024088343536	0.00079048572205175	0.7602	0.0033	0	0.7636	0.006	0	0.2338
Pmea_00019309	0.05705	0.7617	0	0.00869911936794626	0.00980589000488374	0	0.056375	0.760675	0	0.058325	0.762225	0	0.18125
Pmea_00019585	0.0835	0.76135	6e-04	0.00644134812415582	0.00694448578573553	0.00113310648353555	0.080675	0.7593	2e-04	0.086225	0.763725	0.0012	0.15455
Pmea_00004023	0.0252	0.7586	0	0.00634240777336465	0.00831143401306509	0	0.024575	0.7582	0	0.0259	0.76	0	0.2162
Pmea_00030817	0.0017	0.75815	0	0.00177795138041261	0.00830430726743171	0	6e-04	0.7569	0	0.0026	0.760275	0	0.24015
Pmea_00004792	0.75785	0	0.0283	0.00557646714852565	0	0.00511844150443701	0.756075	0	0.0258	0.7623	0	0.031825	0.21385
Pmea_00023271	0.75785	0.0086	0	0.00761145992712451	0.00366328714780492	0	0.7553	0.006775	0	0.7619	0.00975	0	0.23355
Pmea_00014302	0	0.7576	0	0	0.00763646118263816	0	0	0.7569	0	0	0.758425	0	0.2424
Pmea_00020939	0	0.7555	0.04675	0	0.0756947138247454	0.0739132876068199	0	0.75165	0.044375	0	0.758825	0.05025	0.19775
Pmea_00001496	0.755	0	0	0.00533280527688872	0.00022	0	0.753375	0	0	0.757975	0	0	0.245
Pmea_00035080	0.0396	0.755	0	0.00454567171198397	0.00389831496879865	0	0.037875	0.753975	0	0.04155	0.757	0	0.2054
Pmea_00019113	0.06625	0.7533	0	0.010478849260209	0.00633961379188851	0	0.0655	0.7522	0	0.067925	0.7551	0	0.18045
Pmea_00019463	0.0101	0.7528	0	0.00249721946382473	0.00475829780276497	0	0.0097	0.7525	0	0.010625	0.7532	0	0.2371
Pmea_00014179	0.7526	0	0.00685	0.00630882306653535	0	0.00588106738061668	0.750675	0	0.00525	0.756825	0	0.01	0.24055
Pmea_00025041	0.7512	0	0.02065	0.00562581208503817	0	0.00322583306913098	0.749675	0	0.01895	0.7535	0	0.0226	0.22815
Pmea_00009205	0	0.7495	0	0.00185788491668251	0.0147524757038925	0	0	0.7479	0	0.001525	0.7522	0	0.2505
Pmea_00004646	0.74915	0	0.004	0.0067379278503982	0	0.00180620031999765	0.7475	0	0.0033	0.7513	0	0.005125	0.24685
Pmea_00024586	0.74905	0.0616	0	0.0088695836509621	0.00558156236047206	0.000233711814252536	0.7467	0.0608	0	0.751125	0.064175	0	0.18935
Pmea_00031199	0	0.7487	0	0	0.0132897549589406	0	0	0.7484	0	0	0.751625	0	0.2513
Pmea_00026809	0.7472	0.0245	0	0.00424859382560271	0.00327719068530941	0	0.745175	0.0227	0	0.7505	0.0255	0	0.2283
Pmea_00009613	0.74715	0	0.0156	0.0102364547603458	0.00238262460324744	0.00402611813943993	0.7457	0	0.0134	0.7497	0	0.0175	0.23725
Pmea_00006500	0.0407	0.74705	0	0.00476728953336689	0.00779826450519148	0	0.0385	0.7452	0	0.042	0.751225	0	0.21225
Pmea_00020744	0.0736	0.74705	0	0.0258230634522825	0.0165018192752781	0.0104297749765087	0.07205	0.746375	0	0.076625	0.7483	0	0.17935
Pmea_00030644	0	0.7457	0	0.00064	0.00927646631388953	0	0	0.7452	0	0	0.74725	0	0.2543
Pmea_00013192	0.7442	0.04035	0	0.0129461452864464	0.0128495371531626	0.00014	0.74225	0.038325	0	0.748425	0.042025	0	0.21545
Pmea_00014763	0	0.74305	0	0	0.0102126609379898	0	0	0.7429	0	0	0.7451	0	0.25695
Pmea_00008398	0.73855	0.0133	0	0.00748002937119498	0.00366936539802762	0	0.736475	0.0125	0	0.7419	0.01485	0	0.24815
Pmea_00019162	0.7385	0	0	0.00716801107897322	0.00967783137908593	0	0.736575	0	0	0.74195	0.00825	0	0.2615
Pmea_00026832	0.0288	0.737	0	0.00747008383656118	0.0104967344128226	0	0.0286	0.7369	0	0.0296	0.738075	0	0.2342
Pmea_00023113	0.1815	0.7359	0	0.0150904302741368	0.0131386841507101	0	0.1789	0.730675	0	0.187275	0.737925	0	0.0826
Pmea_00035745	0.0206	0.7358	0	0.00322210421239841	0.00499860424963253	0	0.0202	0.7355	0	0.021225	0.7362	0	0.2436
Pmea_00004698	0.73545	0	0	0.00631029333868102	0	0.000274467344564564	0.732875	0	0	0.740125	0	0	0.26455
Pmea_00019257	0.1162	0.73445	0	0.00495944064539052	0.00459131811359244	0	0.114525	0.7328	0	0.118425	0.737425	0	0.14935
Pmea_00034665	0.73315	0	0	0.0124209199142073	0	0	0.731375	0	0	0.73535	0	0	0.26685
Pmea_00025632	0.7328	0	0	0.00638754556804398	0	0	0.729875	0	0	0.7365	0	0	0.2672
Pmea_00020062	0.01925	0.73205	0	0.00603479297595421	0.00876342398837349	0	0.01685	0.730275	0	0.020925	0.7364	0	0.2487
Pmea_00016102	0.07705	0.7318	0	0.00788951964330023	0.00873423335635317	0	0.0723	0.729075	0	0.08035	0.736675	0	0.19115
Pmea_00000431	0.0815	0.7313	0	0.00913790081545709	0.00669551719473936	0	0.0811	0.731	0	0.082	0.7327	0	0.1872
Pmea_00000867	0	0.73105	0	0	0.0096835056574663	0	0	0.7294	0	0	0.73205	0	0.26895
Pmea_00009307	0.04695	0.73105	0	0.00930856947422995	0.0165139348564915	0.00409549777441058	0.045275	0.728925	0	0.050425	0.733225	0	0.222
Pmea_00016440	0.045	0	0.731	0.0689580699052004	0	0.0752401184827146	0.03645	0	0.72875	0.047025	0	0.747725	0.224
Pmea_00026940	0	0.731	0	0	0.0110223674792889	0	0	0.7309	0	0	0.731525	0	0.269
Pmea_00018670	0.73005	0.0205	0	0.00829807930800979	0.00418294698203855	0	0.727875	0.02	0	0.73315	0.0225	0	0.24945
Pmea_00003525	0.031	0.72955	0	0.00309099637428752	0.00801331335398104	0	0.0294	0.72795	0	0.032675	0.73175	0	0.23945
Pmea_00029324	0.12325	0.729	0	0.00463692644633133	0.00509540652713477	0	0.1218	0.7276	0	0.1255	0.7313	0	0.14775
Pmea_00010354	0	0.1389	0.72875	0	0.00613783069631003	0.00910721386838172	0	0.136575	0.7271	0	0.1402	0.7323	0.13235
Pmea_00022572	0.7287	0	0	0.00656170978888394	0.00143262843836922	0	0.7271	0	0	0.7314	0	0	0.2713
Pmea_00000352	0	0.7285	0	0.00494264068790125	0.0088550032082536	0	0	0.7285	0	0	0.731	0	0.2715
Pmea_00030610	0.72755	0.0286	0	0.00645174191496945	0.00609160243302369	0	0.725275	0.027475	0	0.730575	0.03065	0	0.24385
Pmea_00029254	0.0308	0.7274	0	0.0040743190544649	0.0129962423085065	0	0.0301	0.726575	0	0.0319	0.7279	0	0.2418
Pmea_00000619	0	0.72685	0	0.00132983594340191	0.00831729826957351	0	0	0.7265	0	0	0.72795	0	0.27315
Pmea_00023134	0.0642	0.7266	0	0.00714311592027632	0.00842844935832556	0	0.0636	0.726375	0	0.065225	0.72885	0	0.2092
Pmea_00034249	0	0	0.7262	0.000158643237384002	0	0.0125090177976781	0	0	0.726	0	0	0.727575	0.2738
Pmea_00025196	0.72485	0	0	0.0074544613446844	0.00514967881709063	0	0.722375	0	0	0.72775	9e-04	0	0.27515
Pmea_00022700	0.7246	0.042	0.01985	0.0120668214873711	0.00601089675489272	0.00575279852846342	0.720125	0.0382	0.017525	0.732975	0.0442	0.0218	0.21355
Pmea_00019361	0.0446	0.7242	0	0.00340821037786666	0.00749661007564504	0	0.0434	0.722775	0	0.0463	0.725325	0	0.2312
Pmea_00034182	2e-04	0.7217	0	0.0123605432851081	0.0200688530722701	0	0	0.7214	0	4e-04	0.7221	0	0.2781
Pmea_00023900	0.0082	0.72165	0.0106	0.00361162544899639	0.0099592447788804	0.00455250791134165	0.0065	0.719175	0.009075	0.009925	0.724075	0.013725	0.25955
Pmea_00028624	0.0621	0.7214	0	0.0079126874209855	0.00890702253870791	0	0.0614	0.7209	0	0.064525	0.723025	0	0.2165
Pmea_00020459	0.7191	0	0	0.00573023691931801	0.000391643777538784	0	0.716675	0	0	0.721425	0	0	0.2809
Pmea_00021432	0.71855	0	0	0.011870814562777	0.00309710373012457	0	0.71645	0	0	0.72215	0.0017	0	0.28145
Pmea_00010866	0.71765	0	0	0.00787641383813058	0.00253688327829184	0.00690415443663078	0.714375	0	0	0.721925	0	0	0.28235
Pmea_00034776	0.0055	0	0.7172	0.00760569324236586	0.000788459052055132	0.0123235290678794	0.0049	0	0.7169	0.006125	0	0.719125	0.2773
Pmea_00002119	0.02395	0.71685	0	0.00869835576010161	0.00936901507279945	0	0.0237	0.7166	0	0.0243	0.7183	0	0.2592
Pmea_00030465	0.71615	0	0	0.0087327328037804	0.000733060555327988	0	0.714975	0	0	0.72035	0	0	0.28385
Pmea_00002577	0.1184	0.7159	0.0058	0.0108288790842923	0.00998963963313993	0.0034337457828165	0.11005	0.711775	0.004475	0.1236	0.7248	0.0079	0.1599
Pmea_00000935	0.7158	0	0	0.00639402056533282	0	0.00012	0.7133	0	0	0.719025	0	0	0.2842
Pmea_00019339	0.0066	0.7157	0	0.00426242912201505	0.00860686618082014	0	0.004975	0.7149	0	0.0081	0.718425	0	0.2777
Pmea_00010087	0.7151	0.02075	0	0.0066078382442843	0.00441046322494428	0	0.7119	0.017875	0	0.7193	0.021525	0	0.26415
Pmea_00023913	0.71465	0.08545	0.0068	0.0174309413446783	0.0139529895786465	0.00384307904754203	0.7112	0.08225	0.0047	0.719325	0.08905	0.0074	0.1931
Pmea_00010010	0.01995	0.7146	0	0.00268244028052553	0.00992548886921593	0	0.0195	0.7144	0	0.021225	0.7153	0	0.26545
Pmea_00033538	0.0378	0.7145	0.0409	0.00420692682766569	0.272349753586795	0.253689172847802	0.0367	0.70635	0.03595	0.039525	0.723675	0.04695	0.2068
Pmea_00005012	0.01875	0	0.71395	0.00338115036308322	0	0.015856433515718	0.017575	0	0.713175	0.020225	0	0.71705	0.2673
Pmea_00001160	0.08515	0.71375	0	0.00852212805974345	0.0124191203188853	0	0.08245	0.7107	0	0.089425	0.7168	0	0.2011
Pmea_00003970	0.00595	0.7131	0	0.00233456136515551	0.010660793079828	0	0.004775	0.7124	0	0.007	0.71575	0	0.28095
Pmea_00010235	0	0	0.7129	0.00187842912019484	0	0.0284793588020829	0	0	0.7126	0	0	0.714	0.2871
Pmea_00004784	0	0.71285	0	0.00240824572557442	0.00793445949480792	0	0	0.7127	0	0	0.7135	0	0.28715
Pmea_00007732	0	0.7125	0	0	0.0084187443580178	0	0	0.7122	0	0	0.7144	0	0.2875
Pmea_00018735	0.0595	0.70925	0	0.00954349426721066	0.00757946561374211	0	0.055975	0.7061	0	0.0629	0.713475	0	0.23125
Pmea_00006598	0.0203	0.7092	0	0.00514888190275179	0.0112716996110264	0	0.018975	0.707475	0	0.02265	0.715225	0	0.2705
Pmea_00019973	0.7082	0	0.0109	0.0127428894412975	0.00472849475269484	0.00777014384381238	0.706075	0	0.009825	0.710825	0.00185	0.0122	0.2809
Pmea_00027715	0.0884	0.7082	0	0.00679140060828561	0.0106245920183109	0	0.088	0.7077	0	0.089525	0.710825	0	0.2034
Pmea_00008776	0.06735	0.708	0	0.00778447529095928	0.00752800186777422	0	0.066275	0.707175	0	0.06825	0.7089	0	0.22465
Pmea_00027733	0	0.7073	0	0.00300493600664647	0.0122889670481742	0	0	0.7067	0	0	0.708625	0	0.2927
Pmea_00007834	0.076	0.7069	0	0.00845869727534681	0.0100183621315053	0	0.0756	0.706575	0	0.0768	0.7071	0	0.2171
Pmea_00017871	0.70675	0	0	0.00982279538069022	0.0043970968383765	0	0.704475	0	0	0.709575	0.000125	0	0.29325
Pmea_00004299	0.00695	0.7065	0	0.00294421861150344	0.0105434174974366	0.001185883296079	0.005	0.7045	0	0.0083	0.71025	0	0.28655
Pmea_00003109	0.70605	0	0	0.0062946310295346	0	0.00134452725348114	0.702775	0	0	0.7096	0	0.00025	0.29395
Pmea_00019308	0.04015	0.7059	0	0.00645522097048411	0.00896307802469485	0	0.036875	0.7017	0	0.04405	0.710125	0	0.25395
Pmea_00004018	0.70565	0.0097	0	0.0903282875198164	0.0854852548925275	0.00131820010436637	0.702025	0.0036	0	0.713725	0.0146	0	0.28465
Pmea_00006711	0.7046	0	0	0.00629573881865562	0.00336191909480285	0	0.70255	0	0	0.707075	0	0	0.2954
Pmea_00023312	0.045	0	0.70445	0.00836419883923273	0	0.0150115330746904	0.037175	0	0.697575	0.049825	0	0.7179	0.25055
Pmea_00023893	0.70395	0.00485	0	0.00724890796373265	0.00336693728285317	0	0.70175	0.003975	0	0.71	0.007225	0	0.2912
Pmea_00020875	0.70365	0	0	0.00588628426294912	0	0	0.70165	0	0	0.707825	0	0	0.29635
Pmea_00003138	0.7034	0	0.0043	0.00701249418876584	5e-05	0.00310539104387089	0.7003	0	0.0034	0.707175	0	0.00695	0.2923
Pmea_00020716	0.09065	0.7033	0	0.00728996397436055	0.00851641101436847	0	0.0899	0.702675	0	0.092625	0.7046	0	0.20605
Pmea_00034893	0.0426	0.7025	0	0.0073654486858191	0.0121343527294049	0	0.0425	0.7024	0	0.0429	0.702825	0	0.2549
Pmea_00000353	0	0.7018	0	0.00061132328731708	0.0143010444981258	0	0	0.7017	0	0	0.702525	0	0.2982
Pmea_00006737	0.15245	0.7017	0	0.00807970546517882	0.0088267657689209	0	0.14725	0.6974	0	0.15705	0.708075	0	0.14585
Pmea_00035721	0.0094	0	0.7012	0.00273017999924599	0	0.0243426564746419	0.0088	0	0.701075	0.0099	0	0.7023	0.2894
Pmea_00019820	0	0.7011	0	0.00167199723309423	0.0238363743768708	0	0	0.7009	0	0	0.7016	0	0.2989
Pmea_00009003	0.0745	0.6997	0	0.00590150425953015	0.00535817359203901	0.00044	0.072475	0.698075	0	0.076325	0.7044	0	0.2258
Pmea_00012105	0	0.6997	0	0	0.00879078828011792	0	0	0.6985	0	0	0.70125	0	0.3003
Pmea_00012721	0.69925	0	0	0.00651381399237595	0	0.00235796522451032	0.6973	0	0	0.7037	0	5e-04	0.30075
Pmea_00028565	0.6992	0	0.0248	0.00708560149068859	0.0036904259150325	0.00693686528628025	0.696475	0	0.023575	0.7037	0	0.028225	0.276
Pmea_00001545	0.6988	0.10785	0	0.00920815405008523	0.00878281902927586	0	0.696	0.106275	0	0.7032	0.1102	0	0.19335
Pmea_00005871	0.698	0	0.00425	0.00728778443837371	0.00279669267153005	0.00928482040208586	0.692175	0	0	0.7016	0	0.0104	0.29775
Pmea_00007785	0.69795	0	0	0.00577799412959343	0	0	0.694675	0	0	0.702825	0	0	0.30205
Pmea_00003327	0	0.6979	0	0	0.0117418097825547	0	0	0.6973	0	0	0.700025	0	0.3021
Pmea_00034216	0.0311	0.6979	0.1135	0.00386917943431802	0.0104953351349997	0.016112002270721	0.0289	0.6961	0.11055	0.033225	0.7011	0.117575	0.1575
Pmea_00007844	0.0976	0.6978	0	0.00711243639796881	0.00780193002539835	0	0.0972	0.697275	0	0.099125	0.699025	0	0.2046
Pmea_00028471	0.6973	0	0	0.00900739196998833	0.00744068015789694	0.00231864554680468	0.6947	0	0	0.70185	0	0	0.3027
Pmea_00002896	0.69685	0.00525	0	0.00775721234944251	0.00395654629517444	0	0.694475	0.00225	0	0.7021	0.006525	0	0.2979
Pmea_00003606	0	0.69645	0	0	0.0119950131052008	0	0	0.6961	0	0	0.698675	0	0.30355
Pmea_00012318	0.6953	0.0232	0	0.0109848506792056	0.00847120493975403	0	0.6935	0.021675	0	0.6975	0.027075	0	0.2815
Pmea_00019420	0.0218	0.69515	0	0.00760606323795681	0.0161509139122843	0	0.0192	0.693825	0	0.023725	0.6977	0	0.28305
Pmea_00012604	0.6944	0.02685	0	0.0103408709068004	0.0100753963753895	0	0.692575	0.02535	0	0.69875	0.028625	0	0.27875
Pmea_00014303	0.0052	0	0.6942	0.00727173377683838	0	0.0135094676490829	0.0047	0	0.6937	0.006075	0	0.6995	0.3006
Pmea_00032667	0.01015	0.694	0.0096	0.00579772996329363	0.0172376806837096	0.00573137175746105	0.00925	0.69085	0.007075	0.011425	0.70065	0.0124	0.28625
Pmea_00004124	0.6938	0	0	0.00510982772644435	0.00222566730431458	0	0.692175	0	0	0.695725	0.001	0	0.3062
Pmea_00006698	0.6938	0.07	0	0.00836521966238784	0.00892300397848169	0.00220010904229309	0.6901	0.0674	0	0.699625	0.071125	0	0.2362
Pmea_00000861	0.0373	0	0.6937	0.110268771420131	0	0.121229635174096	0.03215	0	0.690575	0.040425	0	0.70335	0.269
Pmea_00024029	0.6934	0	0	0.00635034525427436	0.00159590891109902	0	0.6907	0	0	0.699175	0	0	0.3066
Pmea_00003911	0.0403	0.6932	0	0.00725787235428614	0.0106822851563519	0	0.0399	0.691575	0	0.042925	0.694825	0	0.2665
Pmea_00005969	0.6932	0	0	0.00666498463629288	0	0	0.69035	0	0	0.69705	0	0	0.3068
Pmea_00028815	0.6927	0	0	0.0106494677156308	0	0	0.6911	0	0	0.6946	0	0	0.3073
Pmea_00029486	0.0614	0.69215	0	0.00361882340385419	0.00457232286301355	0	0.060175	0.6913	0	0.0628	0.694825	0	0.24645
Pmea_00027220	0	0.69175	0.0098	0.00027	0.0138606949189557	0.00439390946698272	0	0.6895	0.007825	0	0.6976	0.010525	0.29845
