Gene	VarianceMedian_Islands	VarianceMedian_PocilloGG	VarianceMedian_SymbioGG	sd_Islands	sd_PocilloGG	sd_SymbioGG	Q1_Islands	Q1_PocilloGG	Q1_SymbioGG	Q3_Islands	Q3_PocilloGG	Q3_SymbioGG	Residuals
Pmea_00017501	0	0.6258	0	0	0.0121768175172532	0	0	0.6254	0	0	0.6269	0	0.3742
Pmea_00023415	0.1393	0.62575	0	0.00880558821648979	0.00917657668174574	0	0.1389	0.6251	0	0.1407	0.62865	0	0.23495
Pmea_00025183	0.62575	0	0	0.00879415158046539	0.00511924473596122	0.0015289063233091	0.62265	0	0	0.6294	0	0	0.37425
Pmea_00032246	0.62575	0	0.0099	0.00919863604294164	0	0.00372995775424935	0.6237	0	0.0079	0.630525	0	0.01195	0.36435
Pmea_00011341	0.03825	0	0.6253	0.11412129404075	0.00966686619438803	0.139895971581195	0.031475	0	0.617375	0.0434	0	0.638175	0.33645
Pmea_00023103	0.0536	0.6247	0	0.00432118343311485	0.00976022121582386	0	0.053	0.6243	0	0.0549	0.627225	0	0.3217
Pmea_00021368	0.6244	0	0	0.0150502684629903	0.000773173311552442	0.0123289005547489	0.620375	0	0	0.631925	0	0.007875	0.3756
Pmea_00008524	0.6243	0	0	0.0102407762884412	0	0	0.6206	0	0	0.6295	0	0	0.3757
Pmea_00012083	0.62415	0	0.0419	0.00843237484072817	0.00405657167289988	0.00654915176865591	0.621075	0	0.0398	0.6288	0	0.04525	0.33395
Pmea_00003014	0.0423	0	0.62385	0.00805597055705653	0	0.0132704844514342	0.0347	0	0.615575	0.04645	0	0.631025	0.33385
Pmea_00024506	0.62365	0	0.0277	0.00994333114923939	0.00604389532562161	0.0101538695415426	0.61945	0	0.02555	0.628175	0	0.03295	0.34865
Pmea_00021300	0.62345	0.05345	0	0.0321438386574529	0.0275107973477155	0.00485396266316023	0.620275	0.04915	0	0.630075	0.055125	0.000875	0.3231
Pmea_00014426	0.6234	0.0363	0	0.00780576709875462	0.00504781340800353	0	0.62025	0.0357	0	0.627525	0.0386	0	0.3403
Pmea_00033188	0.6234	0	0	0.0987841921421222	0.07729856111536	0	0.6207	0	0	0.628525	0	0	0.3766
Pmea_00035797	0	0.62335	0	0	0.00859894379231742	0.000396564794659885	0	0.6211	0	0	0.6262	0	0.37665
Pmea_00005548	0	0.6233	0	0.00114	0.0104518893463857	0.00297850531968535	0	0.62115	0	0	0.63265	0.001675	0.3767
Pmea_00008400	0.6222	0.17725	0.00945	0.0162970344950648	0.0179869148847352	0.00436084170820731	0.618125	0.17295	0.0086	0.6276	0.181	0.010425	0.1911
Pmea_00021912	0.62205	0	0.0087	0.00829267237695516	0.00537492973879377	0.00476882500404365	0.618975	0	0.006175	0.6272	0	0.011425	0.36925
Pmea_00001765	0.62195	0.044	0	0.0103247101849902	0.0205170079483222	0.0104744518431344	0.6171	0.03755	0	0.63385	0.046975	0	0.33405
Pmea_00014503	0.62145	0.009	0	0.0249401121071897	0.00420599127748295	0	0.6193	0.0086	0	0.6229	0.0101	0	0.36955
Pmea_00031643	0.62145	0.0037	0.003	0.00688890368196522	0.00633932180994947	0.00504285423028257	0.61885	0	8e-04	0.62635	0.008475	0.0065	0.37185
Pmea_00015771	0.6211	0	0	0.00749325481194705	0	0.00101371205044239	0.617475	0	0	0.627025	0	0	0.3789
Pmea_00034757	0.6209	0.0623	0	0.0128912443467681	0.00796654215700852	0	0.618275	0.0612	0	0.625275	0.0648	0	0.3168
Pmea_00017645	0.0029	0.6207	0	0.0128645896816326	0.0141445215864338	0.00150757648850294	0.0013	0.6206	0	0.0031	0.621725	0	0.3764
Pmea_00015606	0.62065	0	0	0.00687123788709211	0.000871623934290634	0	0.617075	0	0	0.62645	0	0	0.37935
Pmea_00003807	0.6206	0	0	0.00658341472907104	0	0	0.616275	0	0	0.62455	0	0	0.3794
Pmea_00035045	0.0957	0.62045	0	0.00813190964936616	0.00777521807807447	0	0.09385	0.6188	0	0.099425	0.6255	0	0.28385
Pmea_00005999	0.62025	0	0	0.00920053050732193	0.00343162284546763	0	0.6167	0	0	0.6243	0	0	0.37975
Pmea_00017283	0.6202	0	0	0.00869677027012403	0.00024	0.000442257751986236	0.61595	0	0	0.6255	0	0	0.3798
Pmea_00035281	0.01445	0.6198	0	0.00570649771415149	0.0106022084606192	0	0.0138	0.6191	0	0.015	0.6216	0	0.36575
Pmea_00013271	0.6197	0	0	0.00952039485430191	0	0.000544143289209671	0.617275	0	0	0.6237	0	0	0.3803
Pmea_00019894	0.61955	0.0767	0.0088	0.0118038176926456	0.0140250144132878	0.00674897814936499	0.615075	0.070475	0.0079	0.624975	0.08365	0.011	0.29495
Pmea_00035692	0.0047	0.6194	0	0.00921500226080638	0.00950332100378653	0	0.0032	0.6181	0	0.00795	0.622775	0	0.3759
Pmea_00008451	0.61935	0.12725	0.0064	0.0133445202690888	0.0116506544230291	0.00609587076667808	0.6172	0.123125	0.005825	0.6229	0.131725	0.007975	0.247
Pmea_00011145	0.026	0.0062	0.61915	0.00791097562589693	0.00404596556754224	0.0243947439901187	0.0255	0.005175	0.618	0.027125	0.007325	0.62165	0.34865
Pmea_00014145	0	0.61895	0	0.00423	0.0218899287529238	0	0	0.6187	0	0	0.62035	0	0.38105
Pmea_00020639	0.6189	0	0	0.0117455685174444	0	0	0.61495	0	0	0.623275	0	0	0.3811
Pmea_00033766	0	0.61885	0	0.00238431300060384	0.0100559895213015	0.000337991691966509	0	0.617025	0	0	0.624475	0	0.38115
Pmea_00023636	0.6187	0.0965	0	0.011164412210233	0.00781720454310151	0	0.6168	0.095075	0	0.620775	0.100125	0	0.2848
Pmea_00024550	0.61855	0	0.01675	0.0226722199970792	0	0.0154960889167935	0.612	0	0.013775	0.62695	0	0.021125	0.3647
Pmea_00020828	0.61845	0	0	0.00845877083508024	0.00050637950394956	0.0014427593511929	0.614875	0	0	0.625925	0	0	0.38155
Pmea_00027027	0.1349	0.6184	0	0.0121425477415807	0.0125400134921713	0	0.1348	0.6183	0	0.1361	0.6194	0	0.2467
Pmea_00003873	0.61815	0.0218	0	0.0109036449748409	0.00937918493798955	0.00436930651178644	0.61365	0.018475	0	0.62335	0.024175	0	0.36005
Pmea_00031497	0.0309	0.61815	0	0.00891384690617169	0.0160404319949888	0	0.029475	0.6172	0	0.032325	0.628675	0	0.35095
Pmea_00003803	0.6181	0.0659	0	0.0090818319582104	0.00485724451128665	0	0.6164	0.06515	0	0.621525	0.0688	0	0.316
Pmea_00021838	0	0.61805	0	0.00581	0.0166685234117265	0	0	0.6174	0	0	0.620325	0	0.38195
Pmea_00028682	0	0.618	0	0.00188	0.0133371059435507	0	0	0.6178	0	0	0.6216	0	0.382
Pmea_00002933	0	0	0.6179	0.0445172589842945	0.290852027168594	0.310483571450091	0	0	0	0.08565	0.57675	0.62085	0.3821
Pmea_00030489	0.61785	0	0.0189	0.00986251980832976	0.00285643770519092	0.00558176142503965	0.61505	0	0.0173	0.62185	0	0.0219	0.36325
Pmea_00000439	0.1196	0.6178	0	0.00852517033805949	0.00848068655501691	0	0.1192	0.6175	0	0.1208	0.6199	0	0.2626
Pmea_00002463	0.6178	0.01455	0.01	0.0887530159624125	0.0092717650570281	0.0931774329714632	0.6107	0.0061	0.0065	0.626425	0.01945	0.015925	0.35765
Pmea_00000479	0.61705	0.09235	0	0.0138289394628318	0.0300788018747792	0.0391776793157233	0.614375	0.08385	0	0.62105	0.095	0.006875	0.2906
Pmea_00011429	0.0602	0.617	0	0.00794090954768057	0.0132952438902417	0.00074	0.0579	0.6157	0	0.062025	0.621775	0	0.3228
Pmea_00013001	0.0331	0.047	0.617	0.0226690518130117	0.0110244356689212	0.0265564494249628	0.0296	0.0441	0.614575	0.0354	0.049775	0.623225	0.3029
Pmea_00024444	0.6167	0	0.0179	0.00736179902255453	0	0.00584020374627288	0.61285	0	0.0151	0.621525	0	0.021525	0.3654
Pmea_00012283	0.13395	0.61655	0	0.00670802888448995	0.00803777344917123	0	0.1288	0.61215	0	0.13765	0.62075	0	0.2495
Pmea_00001432	0.6165	0.0517	0	0.0127354233966095	0.00829847710259071	0	0.61315	0.050275	0	0.622625	0.053775	0	0.3318
Pmea_00003398	0	0.61635	0	0	0.00936485904050268	0	0	0.615975	0	0	0.618825	0	0.38365
Pmea_00014405	0.6159	0	0	0.0099422170972113	0	0.00174416516454495	0.613075	0	0	0.619925	0	0	0.3841
Pmea_00030611	0.6158	0.03295	0	0.00822749830038441	0.00708574069608261	0.00359212649099008	0.6126	0.0292	0	0.62205	0.03495	0	0.35125
Pmea_00028090	0.6156	0	0.00755	0.0107867200433185	0	0.00409606561658301	0.6118	0	0.0054	0.6205	0	0.010325	0.37685
Pmea_00026828	0.0098	0.6155	0	0.0146392229122569	0.0133964484966439	0	0.0096	0.6154	0	0.0101	0.616225	0	0.3747
Pmea_00009029	0.6155	0	0	0.00851571785024906	0	0	0.612025	0	0	0.6202	0	0	0.3845
Pmea_00016522	0.6154	0.0041	0	0.00824603363484958	0.00407589353158397	0.00485736970016082	0.6128	0.000225	0	0.620825	0.00735	0	0.3805
Pmea_00007888	0.0336	0.61485	0	0.00676751121763445	0.00835244324020272	0.00187977432559111	0.029775	0.60995	0	0.038825	0.6176	4e-04	0.35155
Pmea_00014565	0.61475	0.0683	0	0.00880183285550013	0.00840224981895933	0.00168983263769947	0.609425	0.062975	0	0.620475	0.0698	0	0.31695
Pmea_00017042	0	0.6147	0	0.00336989928812735	0.0178381181629666	0	0	0.6146	0	0	0.6147	0	0.3853
Pmea_00034959	0	0.61445	0	0.00092	0.0113896770557529	0.00292543892933914	0	0.6127	0	0	0.617875	0	0.38555
Pmea_00013577	0	0.6144	0	0	0.0174075484613527	0	0	0.614375	0	0	0.6153	0	0.3856
Pmea_00020717	0.61425	0.04315	0	0.0131566249010861	0.0126601404240062	0	0.6109	0.040275	0	0.619725	0.047025	0	0.3426
Pmea_00020829	0.6141	0	0.0093	0.00809265154883794	0	0.00469476648228986	0.61015	0	0.007725	0.620425	0	0.012325	0.3766
Pmea_00016952	0.61405	0	0	0.00765756369991016	0	0	0.6114	0	0	0.6199	0	0	0.38595
Pmea_00018189	0.02995	0.614	0.0568	0.00473298590274211	0.0191493683204096	0.0104606318734539	0.0293	0.612725	0.0553	0.032475	0.6163	0.05855	0.29925
Pmea_00024566	0	0.614	0	0.00373	0.00599444052199346	0	0	0.6139	0	0	0.615725	0	0.386
Pmea_00010975	0.61395	0	0.04265	0.0114737909510274	0.00036	0.00674240343204143	0.6113	0	0.040775	0.620225	0	0.044525	0.3434
Pmea_00025880	0.61355	0	0.0503	0.0318882728198682	0	0.0262995083104939	0.607475	0	0.04335	0.620525	0	0.057925	0.33615
Pmea_00006678	0.6134	0.0425	0.00965	0.0114930767038775	0.0127226464752163	0.014705070244956	0.609975	0.03945	0.00525	0.6193	0.047025	0.013225	0.33445
Pmea_00018864	0.61335	0.0773	0	0.0155828985192944	0.0136942162826487	0.0190220876133961	0.6109	0.07535	0	0.615575	0.0786	0	0.30935
Pmea_00005733	0.61325	0	0	0.0071432196430382	0.00772683216807091	0	0.609875	0	0	0.6186	0.00185	0	0.38675
Pmea_00024480	0.0924	0.6132	0.03525	0.00861540199382197	0.0388224692177303	0.0310042579513058	0.087875	0.6005	0.021425	0.09685	0.6291	0.0487	0.25915
Pmea_00009679	0	0.61315	0	0.00631459780623798	0.0626743059415302	0.05481	0	0.6129	0	0.000725	0.615125	0	0.38685
Pmea_00004647	0.61285	0	0	0.00818946255682856	0	0.000276841857639726	0.61	0	0	0.617925	0	0	0.38715
Pmea_00022490	0.1825	0.61215	0	0.0077367074666322	0.00853983866618359	0	0.17705	0.6077	0	0.185925	0.61605	0	0.20535
Pmea_00034204	0.05025	0.612	0	0.00706828247679146	0.0148269240494337	0	0.048275	0.6104	0	0.052125	0.6163	0	0.33775
Pmea_00025991	0.61195	0.1286	0	0.00857824232661572	0.00755920844554721	0	0.6091	0.1252	0	0.61855	0.1324	0	0.25945
Pmea_00022805	0.6118	0	0	0.00699162406531609	0.00161109129211077	0	0.608275	0	0	0.616825	0	0	0.3882
Pmea_00025139	0	0.61165	0	0.000569135442153405	0.00998883214779223	0	0	0.60765	0	0	0.61655	0	0.38835
Pmea_00005226	0.06345	0.6116	0	0.0670418589201907	0.134772642350971	0.0758086239064254	0.0583	0.60605	0	0.069175	0.6164	0	0.32495
Pmea_00004242	0	0.6114	0	0.00086	0.0121112707755206	0	0	0.611	0	0	0.614025	0	0.3886
Pmea_00015490	0.6113	0	0.0015	0.00719827813305432	0	0.00276264768333246	0.607375	0	0	0.6174	0	0.0036	0.3872
Pmea_00011925	0.0637	0.61125	0	0.00660394884929013	0.00769434338992095	0	0.059875	0.609375	0	0.0655	0.614525	0	0.32505
Pmea_00002720	0	0	0.6111	0.00376451950064109	0.00018	0.0243789040074828	0	0	0.608675	0	0	0.615	0.3889
Pmea_00005201	0	0.2134	0.6111	0	0.00739202921798852	0.00943508276957266	0	0.210975	0.610075	0	0.214725	0.614325	0.1755
Pmea_00017492	0.61105	0	0.0041	0.00889766028716868	0.00118605363804646	0.00367074373880275	0.6092	0	0.0028	0.615525	0	0.006925	0.38485
Pmea_00031169	0.1183	0.6109	0	0.00987682216918054	0.00832309407308934	0.00494	0.116875	0.609175	0	0.1201	0.6136	0	0.2708
Pmea_00031437	0.0716	0	0.61085	0.00996024298920666	0	0.0278122198272121	0.070975	0	0.609975	0.07305	0	0.613725	0.31755
Pmea_00019286	0.00095	0	0.61075	0.00514950963635854	0.213345177651787	0.213329062457249	0	0	0.606075	0.004	0	0.613925	0.3883
Pmea_00009944	0.6107	0	0	0.0892390992975296	0	0.0910890225620691	0.6088	0	0	0.61375	0	0	0.3893
Pmea_00005450	0.0386	0.6106	0	0.00632013585073273	0.0103049570791945	0	0.038275	0.610175	0	0.039325	0.612425	0	0.3508
Pmea_00012252	0.6106	0	0	0.0065787440851103	0.00120660597536975	0	0.60745	0	0	0.6148	0	0	0.3894
Pmea_00017927	0.0647	0.6104	0	0.00931830017663191	0.0169636264466718	0	0.0643	0.61	0	0.065925	0.6127	0	0.3249
Pmea_00027384	0	0.6103	0	0.006478015970117	0.0069432431364979	0	0	0.6095	0	0	0.6108	0	0.3897
Pmea_00025186	0.61025	0.0893	0	0.0118315269214472	0.0135123785747541	0	0.6082	0.087475	0	0.6134	0.09395	0	0.30045
Pmea_00025911	0.02965	0.6102	0.08745	0.0158323264751635	0.0112882481127297	0.0175867373123308	0.02625	0.6073	0.08115	0.0336	0.615925	0.091675	0.2727
Pmea_00027320	0.10855	0.6102	0	0.0149339062051914	0.0105996819087016	0	0.1083	0.61	0	0.109225	0.6104	0	0.28125
Pmea_00027535	0.6102	0	0	0.00849339725726385	0	0	0.607125	0	0	0.6144	0	0	0.3898
Pmea_00035371	0.61015	0.04935	0.00955	0.0101083089634721	0.00871393467818973	0.00601326236268003	0.602675	0.0449	0.00525	0.6187	0.054625	0.0122	0.33095
Pmea_00028492	0.60975	0.0492	0.01	0.00734536884263435	0.0119815182171492	0.00641871820804929	0.607625	0.04105	0.008075	0.6131	0.055325	0.013375	0.33105
Pmea_00024213	0	0.60965	0	0.00045	0.0159144397617162	0.00141123772596679	0	0.6094	0	0	0.610325	0	0.39035
Pmea_00031522	0.6093	0	0.04395	0.0132476823206434	0.00763847253227127	0.0144301922539115	0.605275	0	0.04085	0.616875	0	0.046925	0.34675
Pmea_00000931	0.60915	0	0.0851	0.0156461708614684	0	0.0128824105279292	0.606075	0	0.0802	0.614375	0	0.087525	0.30575
Pmea_00012152	0.60895	0.0305	0	0.00996075830750883	0.00679042135822382	0	0.605525	0.028175	0	0.61265	0.0326	0	0.36055
Pmea_00012082	0.6087	0.02695	0	0.00682401249007111	0.00607417484107924	0	0.60515	0.0221	0	0.61295	0.028375	0	0.36435
Pmea_00014590	0.083	0.6087	0	0.0144678260602307	0.01534449909659	0	0.0826	0.6083	0	0.084125	0.61095	0	0.3083
Pmea_00014632	0.60865	0.1557	0	0.0168102812455817	0.0192663723108478	0	0.607125	0.153775	0	0.61225	0.158825	0	0.23565
Pmea_00000750	0.0385	0	0.60855	0.00753133595135161	0	0.00996992021487179	0.034675	0	0.604575	0.040625	0	0.612725	0.35295
Pmea_00030147	0.6083	0	0	0.00790599893700468	0.00013	0	0.60355	0	0	0.613175	0	0	0.3917
Pmea_00012057	0.6082	0	0	0.0128956552075621	0	0.0105852701162674	0.6046	0	0	0.6124	0	0	0.3918
Pmea_00022923	0.6081	0.0222	0.0336	0.00838378666163917	0.00791351841707427	0.00665892057561308	0.603875	0.018375	0.032175	0.6126	0.026725	0.03685	0.3361
Pmea_00012798	0.60805	0.0305	0	0.0591916609947139	0.0504559550999731	0	0.601025	0.02935	0	0.61275	0.039225	0	0.36145
Pmea_00023746	0.0498	0.60805	0	0.00872681899073022	0.0132715871414283	0	0.0473	0.60465	0	0.0538	0.612325	0	0.34215
Pmea_00030987	0.1038	0.6078	0	0.0150024138125176	0.0142127167414157	0.0136827406950981	0.0968	0.60065	0	0.10805	0.61505	0	0.2884
Pmea_00012439	0.02075	0.60775	0	0.00693708989141817	0.0127697152385136	0	0.01855	0.606175	0	0.023025	0.6148	0	0.3715
Pmea_00019584	0.0786	0.6074	0	0.00728763135093088	0.0103583674759914	0	0.0783	0.6072	0	0.0792	0.610125	0	0.314
Pmea_00001439	0.60735	0	0	0.00750888033187265	0	0	0.601225	0	0	0.61165	0	0	0.39265
Pmea_00004454	0.60725	0	0.1838	0.0376662093160757	0.0867559771992569	0.0569870054654497	0.60455	0	0.18175	0.6094	0	0.185175	0.20895
Pmea_00010102	0.60705	0	0	0.00967793173287881	0.00057	0	0.604175	0	0	0.6123	0	0	0.39295
Pmea_00023112	0.017	0.6063	0	0.00764304688305427	0.0106676846105186	0.00852994819220001	0.01525	0.6052	0	0.01855	0.612025	0	0.3767
Pmea_00009172	0.13415	0	0.60625	0.039331641707332	0.208257640067453	0.229727399849069	0.13215	0	0.602675	0.140625	0	0.60895	0.2596
Pmea_00025158	0.60625	0	0	0.0111396450988931	0.0100078423289342	0	0.600975	0	0	0.60975	0.009425	0	0.39375
Pmea_00015694	0.6058	0	0.0446	0.0567238212568564	0.0443254866147724	0.0272635888460723	0.602025	0	0.038875	0.611675	0	0.0471	0.3496
Pmea_00016521	0.1668	0	0.6057	0.0352845050119652	0.0695895954358789	0.102025204669625	0.165675	0	0.603975	0.1684	0	0.608325	0.2275
Pmea_00007374	0.60565	0	0.132	0.0208318922895554	0.0378858398962787	0.0473723464809493	0.6029	0	0.12855	0.612	0	0.134675	0.26235
Pmea_00004372	0.60545	0.0196	0	0.010528745212872	0.00557755277424562	0	0.603275	0.017075	0	0.613525	0.020325	0	0.37495
Pmea_00031777	0.60515	0	0	0.010421981965097	0.00182392738646886	0	0.60265	0	0	0.6111	0	0	0.39485
Pmea_00020954	0.09355	0.6051	0	0.00720516446373675	0.00722950429305027	0	0.090525	0.6017	0	0.096075	0.6094	0	0.30135
Pmea_00001008	0.60495	0	0	0.0100834185320718	0.00241065731427523	0	0.60255	0	0	0.60825	0	0	0.39505
Pmea_00004656	0.6049	0	0	0.00907642389419262	0.00110485430274902	0	0.6023	0	0	0.6091	0	0	0.3951
Pmea_00006235	0.6048	0.05945	0	0.0103812306835486	0.00836311399883893	0	0.60215	0.056175	0	0.6106	0.061725	0	0.33575
Pmea_00013812	0.102	0	0.60475	0.014652945751347	0	0.0319884985643909	0.100375	0	0.603275	0.10475	0	0.6069	0.29325
Pmea_00003872	0.6046	0	0	0.009826564902232	0.000724667112709294	0	0.6018	0	0	0.609225	0	0	0.3954
Pmea_00030988	0.0874	0.6045	0	0.0079944225507032	0.00713646235536172	0	0.085275	0.601975	0	0.090775	0.60755	0	0.3081
Pmea_00010297	0.60445	0.11935	0	0.0156819441628668	0.0111116073172029	0.0209687440315968	0.601075	0.116475	0	0.6082	0.123375	0	0.2762
Pmea_00035375	0.60445	0	0	0.0100253808713765	0.00112074109680185	0	0.602775	0	0	0.609225	0	0	0.39555
Pmea_00029982	0.0094	0.6044	0	0.00388113528637061	0.0124413716399289	0	0.0074	0.6028	0	0.0108	0.6066	0	0.3862
Pmea_00000914	0.07175	0.60375	0.02645	0.0128725853477595	0.0177841576020952	0.00790681045144953	0.065175	0.593175	0.022175	0.078225	0.612175	0.029975	0.29805
Pmea_00010208	0.03825	0.6036	0	0.00802050975734565	0.0123474515425637	0.00011	0.037025	0.6016	0	0.04005	0.6046	0	0.35815
Pmea_00014362	0.6036	0.0767	0	0.0111356707308659	0.0105507850729965	0	0.600075	0.07355	0	0.612775	0.07945	0	0.3197
Pmea_00009270	0	0.6033	0	0	0.0159984235018784	0	0	0.6033	0	0	0.6062	0	0.3967
Pmea_00015099	0.6033	0.08015	0	0.0190377088851563	0.014958142136028	0	0.59885	0.07755	0	0.6093	0.085325	0	0.31655
Pmea_00031780	0.6029	0	0.00155	0.0095654898970046	0.00148	0.00472270028477332	0.5988	0	0	0.606925	0	0.00505	0.39555
Pmea_00019875	0.60275	0	0	0.00938959121753036	0.000799328000588777	0.00313165961100371	0.60025	0	0	0.609325	0	0	0.39725
Pmea_00007122	0.061	0.6027	0	0.00671708292566818	0.00737369361824571	0	0.057275	0.598975	0	0.0648	0.606	0	0.3363
Pmea_00005143	0.60255	0.00445	0	0.0098737689425727	0.00358618716519905	0	0.599275	0.00315	0	0.6066	0.0055	0	0.393
Pmea_00028089	0.6024	0	0.0162	0.0100651271148647	0	0.00418019319547735	0.5985	0	0.0142	0.607725	0	0.019425	0.3814
Pmea_00002903	0.0623	0.60235	0	0.00643461998438403	0.0108933963871919	0	0.058275	0.599675	0	0.065725	0.609125	0	0.33535
Pmea_00000673	0.60225	0	0	0.0100892167158503	0.00071	0.00138242175148899	0.599175	0	0	0.6069	0	0	0.39775
Pmea_00027793	0.60225	0	0	0.00773779260147456	0	0	0.598025	0	0	0.6068	0	0	0.39775
Pmea_00010875	0.60215	0.103	0	0.00883796328061477	0.0103314682578826	0	0.5983	0.1006	0	0.60765	0.10595	0	0.29485
Pmea_00007435	0.602	0.08075	0	0.00874111982285884	0.00764242174320484	0.00186928928318825	0.598675	0.076975	0	0.608175	0.083025	0	0.31725
Pmea_00016997	0.0076	0.602	0.029	0.00760202551424237	0.0135029515666058	0.0103429501193672	0.0039	0.598	0.0236	0.011525	0.614575	0.032725	0.3614
Pmea_00035219	0.6019	0	0.03975	0.0262635357886407	0	0.0224755429592509	0.592175	0	0.035075	0.6132	0	0.04645	0.35835
Pmea_00021018	0.60165	0	0	0.0111486076949256	0	0	0.6	0	0	0.60465	0	0	0.39835
Pmea_00025028	0.60165	0.07865	0.00215	0.0236607616192725	0.029788107907809	0.0297459032235678	0.59925	0.07205	0	0.605625	0.08305	0.005225	0.31755
Pmea_00027777	0.60135	0	0	0.0109596631869651	0.00157508986435952	0	0.599075	0	0	0.605925	0	0	0.39865
Pmea_00009743	0.60125	0.0228	0	0.00938000640735497	0.00752112177319798	0.00768067205603281	0.5977	0.0199	0	0.6051	0.025725	0	0.37595
Pmea_00002578	0.6012	0	0	0.00964080658011307	0	0.00367074098704054	0.598025	0	0	0.606525	0	0	0.3988
Pmea_00017726	0.05465	0.60115	0	0.0066698162257178	0.0133397628058812	0	0.0531	0.5993	0	0.056425	0.602775	0	0.3442
Pmea_00024081	0.03325	0	0.60095	0.0826353899777067	0.0361448491517397	0.12115634704085	0.029975	0	0.5971	0.035925	0	0.60645	0.3658
Pmea_00021719	0.60085	0	0	0.0144494617704102	0.00031	0.00114102381812798	0.599275	0	0	0.603425	0	0	0.39915
Pmea_00009861	0.60065	0	0	0.00978705370384878	0.00766188256529976	0	0.5973	0	0	0.605125	0	0	0.39935
Pmea_00025754	0	0.6004	0	0	0.0177097152758455	0	0	0.599275	0	0	0.6021	0	0.3996
Pmea_00001625	0.0698	0.6003	0.0119	0.0120454473985113	0.0154764924379466	0.00577645263552858	0.06375	0.594925	0.010375	0.0726	0.610225	0.015025	0.318
Pmea_00023327	0.60005	0.1055	0	0.0252167273327396	0.0265766872094756	0.0317828950089748	0.5975	0.1043	0	0.60395	0.10755	0	0.29445
Pmea_00027324	0.59995	0.20945	0	0.0190331293042188	0.0203088389723303	0	0.5947	0.2076	0	0.602025	0.214375	0	0.1906
Pmea_00033368	0.053	0	0.5999	0.00676789330574735	0	0.0182345741918915	0.047	0	0.593425	0.0572	0	0.61345	0.3471
Pmea_00011302	0.59985	0	0	0.0495963698064667	0.01136	0.0461730284972305	0.5979	0	0	0.602625	0	0	0.40015
Pmea_00031644	0	0.5998	0	0.000815719302087415	0.0127114866927277	0	0	0.5987	0	0	0.60175	0	0.4002
Pmea_00034696	0.5995	0.08825	0.0052	0.0147974745320022	0.0250983736444408	0.0172225497883479	0.59575	0.081925	0.0035	0.604025	0.092775	0.007725	0.30705
Pmea_00016093	0.02205	0	0.59945	0.0220493377898226	0.10014298920478	0.118841167679191	0.018575	0	0.595525	0.02625	0	0.6061	0.3785
Pmea_00024509	0.5991	0.18265	0	0.009601134770895	0.0105078296445262	0.00252220442302268	0.595725	0.1795	0	0.6046	0.185225	0	0.21825
Pmea_00002093	0.5989	0	0.0178	0.00833509532887381	0	0.00592617579860399	0.596375	0	0.0137	0.605	0	0.02	0.3833
Pmea_00029658	0.0276	0.5989	0	0.00486368734042954	0.0192376702216135	0	0.0261	0.5974	0	0.029125	0.601125	0	0.3735
Pmea_00000265	0.0793	0.5988	0	0.00556669388489082	0.00957376987904815	0	0.078075	0.597	0	0.081625	0.601625	0	0.3219
Pmea_00026453	0.00305	0.5987	0	0.0123893109272681	0.0204738432536678	0.00421195940391192	0.0011	0.5978	0	0.004925	0.602775	0	0.39825
Pmea_00017912	0.59865	0	0.0038	0.00953415783677644	0	0.00757039315526298	0.594675	0	0.0018	0.60515	0	0.005925	0.39755
Pmea_00000490	0.1135	0.5981	0	0.0135136627832051	0.0131171955536204	0	0.11015	0.594075	0	0.1171	0.6004	0	0.2884
Pmea_00004637	0.598	0	0	0.0131148414270461	0	0.000154850856887483	0.595	0	0	0.601625	0	0	0.402
Pmea_00015255	0.5977	0.0053	0	0.0105545894082033	0.00685959999717273	0	0.593575	0	0	0.6053	0.008	0	0.397
Pmea_00028685	0.0617	0.5976	0	0.00782541179088805	0.0084560025300303	0	0.0603	0.5964	0	0.063125	0.60245	0	0.3407
Pmea_00022213	0.02385	0.0565	0.59735	0.14835166049191	0.00875727801213472	0.173341038942941	0.018125	0.0531	0.582125	0.030625	0.061225	0.611275	0.3223
Pmea_00018976	0.5968	0	0.0935	0.0120558569947884	0	0.00953056624389616	0.591975	0	0.0894	0.602875	0	0.098975	0.3097
Pmea_00010818	0.5965	0	0.03755	0.00765875982259543	0.0110232840804903	0.00928858596843079	0.593375	0	0.034775	0.599625	0	0.0416	0.36595
Pmea_00018112	0.5962	0.02425	0	0.00899294133970604	0.00647920831614792	0.00272876558468506	0.593275	0.022625	0	0.6003	0.026525	0	0.37955
Pmea_00034952	0.1059	0.596	0	0.0164840963760023	0.0172529275805879	0	0.1054	0.5954	0	0.106725	0.597	0	0.2981
Pmea_00004284	9e-04	0.5959	0	0.00442945546964587	0.00927288318842973	0	0	0.5938	0	0.003075	0.601725	0	0.4032
Pmea_00022020	0	0.59585	0.0015	0.000268574613901469	0.0104902461189604	0.00611385444393438	0	0.59125	0	0	0.601675	0.004125	0.40265
Pmea_00008450	0.59555	0.0307	0.0122	0.0163577573726543	0.0148377309109533	0.00793503234926225	0.593475	0.025525	0.010275	0.6	0.036025	0.015225	0.36155
Pmea_00005690	0.0091	0	0.5955	0.00371711792341401	0	0.0194628551685803	0.0071	0	0.592075	0.010925	0	0.60995	0.3954
